"uid","fare_amount","pickup_datetime","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","passenger_count"
48536,14.5,"2013-01-24 10:44:35 UTC",-74.006759,40.716317,-73.973997,40.742819,1
62836,6,"2013-01-23 18:03:18 UTC",-73.972413,40.794212,-73.979853,40.781193,1
31478,11.5,"2013-01-24 18:43:38 UTC",-74.008294,40.736054,-73.979468,40.72687,1
41677,6,"2013-01-16 13:14:00 UTC",-74.00287,40.72323,-74.013878,40.714187,6
27977,9,"2013-01-23 19:40:45 UTC",-73.975803,40.761328,-73.991697,40.738353,1
57937,3.5,"2013-01-21 20:58:00 UTC",-73.956702,40.717217,-73.956903,40.716577,1
65435,7,"2013-01-03 12:19:00 UTC",-73.971095,40.748052,-73.961685,40.761318,3
8889,4.5,"2013-01-18 21:46:00 UTC",-73.982178,40.77509,-73.96359,40.756092,3
31861,9,"2013-01-23 11:09:48 UTC",-73.985965,40.765433,-73.975093,40.755006,1
61006,7,"2013-01-07 21:11:00 UTC",-73.994025,40.751335,-73.982432,40.745537,1
57745,16,"2013-01-21 22:20:21 UTC",-73.873042,40.774322,-73.927362,40.738559,1
9093,4,"2013-01-02 23:26:49 UTC",-73.977699,40.75567,-73.972956,40.753356,1
1865,16.5,"2013-01-24 11:10:15 UTC",-73.944948,40.775047,-73.996085,40.753672,1
58823,5,"2013-01-06 03:47:00 UTC",-73.98703,40.722575,-73.990922,40.728047,1
46805,10.5,"2013-01-05 14:31:31 UTC",-74.010711,40.717507,-73.991372,40.733239,1
41285,5.5,"2013-01-10 07:10:02 UTC",-73.971757,40.752853,-73.976359,40.75431,1
27666,9,"2013-01-03 13:06:00 UTC",-73.967277,40.766642,-73.981268,40.74751,1
44875,8.5,"2013-01-02 13:18:27 UTC",-73.99361,40.752397,-73.981735,40.73836,1
9062,13,"2013-01-25 22:13:48 UTC",-73.983421,40.767876,-73.943072,40.799443,1
55183,10,"2013-01-19 22:02:24 UTC",-73.995542,40.738597,-73.992588,40.718989,1
38150,18,"2013-01-18 16:04:00 UTC",-73.990943,40.755342,-73.982747,40.731385,5
45189,6.5,"2013-01-31 12:50:46 UTC",-74.008228,40.733445,-73.996731,40.729666,1
27377,8.5,"2013-01-31 20:09:00 UTC",-73.961607,40.777302,-73.97096,40.795272,3
19209,56.8,"2013-01-21 14:49:47 UTC",-74.002907,40.760401,-73.78906,40.641643,1
16595,11,"2013-01-17 08:28:00 UTC",-73.979165,40.727912,-73.993562,40.712422,2
22623,4,"2013-01-08 15:55:00 UTC",-73.995307,40.759777,-73.987388,40.75954,1
63634,6,"2013-01-24 11:34:00 UTC",-73.969392,40.764195,-73.960427,40.775552,1
32545,9.5,"2013-01-27 14:04:00 UTC",-73.981857,40.758182,-73.957215,40.765985,1
52428,35.5,"2013-01-23 13:58:00 UTC",-73.985247,40.75993,-73.861522,40.76816,6
46592,3.5,"2013-01-07 18:36:00 UTC",-73.975045,40.746022,-73.976737,40.744245,1
18552,5,"2013-01-20 15:52:00 UTC",-73.988552,40.742757,-73.98187,40.73739,1
31640,27.5,"2013-01-19 19:17:00 UTC",-73.959318,40.809357,-73.985887,40.722107,6
64688,8,"2013-01-15 15:40:31 UTC",-73.972442,40.761443,-73.958657,40.78333,1
59993,7,"2013-01-13 15:18:13 UTC",-73.995111,40.740101,-73.99143,40.755821,1
50862,7.5,"2013-01-27 08:32:00 UTC",-73.956055,40.779782,-73.97829,40.786407,6
30770,10,"2013-01-06 02:56:00 UTC",-73.985207,40.717767,-73.979485,40.743742,1
51825,6.5,"2013-01-05 10:34:00 UTC",-73.980322,40.74248,-73.992868,40.740675,5
7613,8.5,"2013-01-18 17:40:00 UTC",-73.982035,40.778342,-73.999142,40.761247,1
33700,12,"2013-01-30 01:42:33 UTC",-74.010888,40.716392,-73.991695,40.755002,1
47753,6.5,"2013-01-19 01:52:10 UTC",-73.991403,40.723873,-74.009438,40.731972,2
21575,14,"2013-01-12 03:24:30 UTC",-73.996999,40.720595,-73.960426,40.690747,3
58077,10,"2013-01-22 09:50:00 UTC",-73.949245,40.772517,-73.969028,40.754262,1
62873,7,"2013-01-09 10:12:36 UTC",-73.954031,40.779846,-73.96697,40.766433,1
50267,8,"2013-01-23 17:20:00 UTC",-73.998995,40.72648,-74.014095,40.717577,5
24044,14,"2013-01-22 21:19:10 UTC",-73.972331,40.794172,-73.975175,40.752786,1
7528,13.5,"2013-01-21 06:39:00 UTC",-73.924267,40.744037,-73.978105,40.763507,1
15508,14.5,"2013-01-30 07:26:00 UTC",-73.948905,40.777482,-73.981905,40.75212,1
34937,5.5,"2013-01-27 01:16:47 UTC",-74.00523,40.7401,-74.010227,40.729857,1
15169,12.5,"2013-01-11 14:20:47 UTC",-73.994966,40.739933,-73.972062,40.763104,1
48845,7.5,"2013-01-15 15:15:03 UTC",-73.989393,40.763059,-73.986702,40.756994,1
6520,6,"2013-01-05 04:16:39 UTC",-73.976676,40.747828,-73.963307,40.757712,3
12904,11.5,"2013-01-31 18:38:00 UTC",-73.96079,40.775937,-73.97921,40.766877,1
12293,9,"2013-01-23 13:40:00 UTC",-73.976277,40.760785,-73.98197,40.762915,1
67582,19.5,"2013-01-12 19:12:00 UTC",-74.015792,40.710282,-73.96247,40.758795,1
15887,4,"2013-01-20 02:58:00 UTC",-73.980533,40.721797,-73.983133,40.721305,1
69919,8.5,"2013-01-17 00:45:00 UTC",-73.977862,40.745562,-73.99185,40.73123,2
25847,16,"2013-01-30 22:56:00 UTC",-74.003345,40.749065,-73.95585,40.772775,5
23174,7,"2013-01-16 21:59:18 UTC",-73.989042,40.721543,-73.976086,40.74402,1
50784,11,"2013-01-24 07:29:01 UTC",-74.006639,40.743927,-73.974844,40.755448,1
26502,5.5,"2013-01-09 23:43:20 UTC",-73.976912,40.76333,-73.966636,40.754004,1
30968,7,"2013-01-29 20:09:40 UTC",-73.982127,40.73998,-73.970271,40.752554,1
12661,4,"2013-01-21 12:20:09 UTC",-73.979122,40.74933,-73.983702,40.743765,1
30600,5,"2013-01-06 17:22:19 UTC",-73.953661,40.766918,-73.951319,40.774266,1
54007,4,"2013-01-02 08:49:00 UTC",-74.006195,40.723095,-74.007317,40.727432,1
15518,17,"2013-01-24 07:47:00 UTC",-73.97899,40.747175,-74.007932,40.705095,1
22118,8,"2013-01-03 22:22:51 UTC",-73.986093,40.755325,-74.006125,40.739903,1
16844,6.5,"2013-01-28 09:36:21 UTC",-73.97978,40.749124,-73.973247,40.760432,1
66184,7.5,"2013-01-21 15:54:17 UTC",-73.967284,40.763525,-73.981848,40.777863,1
53833,7,"2013-01-05 21:49:11 UTC",-73.987151,40.744823,-73.975398,40.734449,1
34272,52,"2013-01-29 22:07:59 UTC",-73.789897,40.646771,-73.962583,40.770624,1
7935,19,"2013-01-05 11:08:00 UTC",-74.004017,40.72231,-73.95691,40.780777,1
9343,14,"2013-01-29 20:52:58 UTC",-73.986108,40.760153,-74.009747,40.716415,3
27873,6.5,"2013-01-01 16:28:25 UTC",-73.961346,40.760429,-73.989075,40.739803,1
7147,9,"2013-01-13 19:47:00 UTC",-73.850417,40.837168,-73.850417,40.837168,1
552,7.5,"2013-01-27 18:03:39 UTC",-73.959685,40.758975,-73.959405,40.777008,2
30060,10,"2013-01-28 10:35:00 UTC",-73.966605,40.757537,-73.988862,40.75015,1
60467,9.5,"2013-01-23 18:56:24 UTC",-73.986043,40.752078,-73.966933,40.764932,1
49718,7,"2013-01-19 21:02:00 UTC",-73.984513,40.74567,-73.982493,40.75575,3
42461,5.5,"2013-01-05 17:20:00 UTC",-74.00326,40.749057,-73.990247,40.745995,1
11075,7,"2013-01-08 20:05:17 UTC",-73.969554,40.75347,-73.984304,40.733053,1
30921,6.5,"2013-01-09 23:11:00 UTC",-74.006223,40.733515,-73.989215,40.730797,1
13094,10,"2013-01-10 23:55:29 UTC",-74.005869,40.740329,-73.980798,40.742025,1
55350,19,"2013-01-21 20:33:49 UTC",-74.008191,40.747815,-73.946686,40.772683,1
52862,4.5,"2013-01-31 16:13:42 UTC",-73.988262,40.764771,-73.989647,40.758833,1
24860,10.5,"2013-01-04 19:28:12 UTC",-73.997888,40.756532,-73.999973,40.734635,1
24079,6,"2013-01-10 16:51:00 UTC",-73.993562,40.751822,-73.995477,40.744327,3
33314,23,"2013-01-31 19:49:26 UTC",-73.98795,40.722497,-73.888633,40.75797,1
44929,7,"2013-01-22 10:13:01 UTC",-73.998278,40.755788,-74.000173,40.746009,1
19323,5.5,"2013-01-17 00:28:00 UTC",-73.971875,40.689637,-73.976257,40.6773,2
58080,8.5,"2013-01-20 00:20:00 UTC",-73.998145,40.745115,-73.98838,40.732262,4
18048,23,"2013-01-25 21:36:00 UTC",-73.991353,40.727597,-73.961762,40.677177,5
9608,13,"2013-01-01 03:50:28 UTC",-73.972388,40.751294,-73.980192,40.780575,1
20646,16,"2013-01-20 23:51:00 UTC",-73.952675,40.727035,-74.007072,40.726588,5
39483,7,"2013-01-25 19:46:00 UTC",-73.984467,40.728837,-73.991415,40.739123,2
34714,16.5,"2013-01-12 17:14:01 UTC",-73.993279,40.722211,-73.961283,40.770997,2
28531,16.5,"2013-01-14 09:36:25 UTC",-74.001271,40.757009,-74.008191,40.722531,1
9566,10,"2013-01-14 21:45:00 UTC",-73.987062,40.72256,-73.988795,40.749432,3
41562,9,"2013-01-14 13:20:00 UTC",-73.9908,40.754992,-74.001353,40.738327,3
41058,13,"2013-01-11 07:10:41 UTC",-73.970258,40.7965,-73.972728,40.759765,1
38810,5,"2013-01-17 16:56:00 UTC",-73.948268,40.77403,-73.95547,40.779352,1
49431,10,"2013-01-29 08:03:33 UTC",-73.945987,40.773825,-73.966866,40.753306,1
36859,7,"2013-01-25 09:19:00 UTC",-74.008315,40.738728,-74.006423,40.721737,1
48105,6.5,"2013-01-19 03:50:19 UTC",-74.00715,40.74346,-73.999303,40.761228,1
58707,17,"2013-01-13 00:27:00 UTC",-74.0038,40.741937,-73.978845,40.766875,1
42280,5.5,"2013-01-20 11:22:00 UTC",-73.979365,40.735857,-73.9856,40.727757,1
22799,12.5,"2013-01-16 06:49:00 UTC",-73.986558,40.743347,-73.959675,40.775737,1
32434,18.5,"2013-01-02 02:22:00 UTC",-73.987328,40.719875,-73.981927,40.777587,1
42715,7,"2013-01-25 08:01:06 UTC",-73.990158,40.757017,-73.976267,40.757016,1
53415,18,"2013-01-23 14:42:22 UTC",-73.990392,40.737357,-73.971437,40.763527,3
13290,8.5,"2013-01-14 16:59:00 UTC",-73.977537,40.763937,-73.977727,40.783977,1
32892,5.5,"2013-01-31 09:32:02 UTC",-73.991965,40.738623,-73.985105,40.732462,2
56868,9,"2013-01-02 08:51:00 UTC",-73.986325,40.740412,-74.007637,40.750127,1
20878,8.5,"2013-01-16 20:09:05 UTC",-73.992013,40.770645,-73.982814,40.763724,1
26181,52,"2013-01-11 22:41:00 UTC",-73.78081,40.647702,-74.000375,40.718332,1
17913,6.5,"2013-01-29 14:49:00 UTC",-73.987657,40.7705,-73.974577,40.78809,1
55242,6,"2013-01-25 14:32:00 UTC",-73.980547,40.760535,-73.981703,40.767307,1
1583,4.5,"2013-01-02 13:19:56 UTC",-73.990832,40.76117,-73.987772,40.770192,1
24285,56.8,"2013-01-15 14:55:00 UTC",-73.975565,40.757042,-73.785885,40.638815,6
4676,15.5,"2013-01-30 20:17:00 UTC",-73.98392,40.740252,-73.971172,40.78618,5
33976,10,"2013-01-19 16:39:45 UTC",-73.97985,40.775955,-73.976524,40.755387,1
13318,14,"2013-01-08 17:14:00 UTC",-73.989987,40.735152,-73.980452,40.768047,1
11065,12,"2013-01-16 18:29:46 UTC",-73.976668,40.757568,-73.988335,40.737655,1
30813,6,"2013-01-29 14:30:00 UTC",-73.95277,40.77653,-73.954147,40.767312,5
31047,4,"2013-01-05 00:48:00 UTC",-73.985097,40.74465,-73.981972,40.751732,1
9729,11,"2013-01-07 09:57:00 UTC",-73.956268,40.778892,-73.97518,40.754277,1
61384,15,"2013-01-12 12:51:47 UTC",-73.981836,40.75534,-73.98615,40.722184,1
30078,11.5,"2013-01-16 23:06:00 UTC",-73.95987,40.766827,-73.989953,40.731907,1
25338,50.3,"2013-01-09 13:11:00 UTC",-73.863032,40.769327,-74.011678,40.703985,1
57750,8.5,"2013-01-25 09:51:00 UTC",-73.9955,40.72505,-74.004717,40.741647,1
46978,4.5,"2013-01-17 15:27:00 UTC",-73.985295,40.747976,-73.99057,40.74048,1
67543,27,"2013-01-02 20:47:31 UTC",-73.993152,40.742317,-73.927655,40.835865,1
58383,9.5,"2013-01-26 20:23:50 UTC",-74.004254,40.720151,-73.989083,40.722137,1
29281,31.3,"2013-01-16 04:29:00 UTC",-73.960005,40.766443,-73.861647,40.768362,1
23564,27,"2013-01-19 06:38:13 UTC",-74.00125,40.736405,-73.913502,40.655339,1
34591,12.5,"2013-01-09 06:27:00 UTC",-74.006827,40.748817,-73.988717,40.736822,1
62596,53,"2013-01-17 17:16:00 UTC",-73.778405,40.646737,-73.984505,40.696322,3
38692,19.5,"2013-01-15 20:51:00 UTC",-74.00195,40.740638,-73.940633,40.719685,1
43929,8.5,"2013-01-14 11:11:00 UTC",-73.988543,40.748377,-73.974037,40.755867,1
21975,13.5,"2013-01-23 14:22:00 UTC",-74.00833,40.736312,-73.97549,40.749917,1
23756,14.5,"2013-01-23 19:24:00 UTC",-73.990393,40.751783,-73.981757,40.72461,1
10777,5.5,"2013-01-16 08:02:58 UTC",-73.965301,40.763334,-73.958183,40.773264,1
49855,6.5,"2013-01-13 16:48:45 UTC",-73.985855,40.760561,-73.974126,40.751347,1
60278,27.5,"2013-01-05 23:42:00 UTC",-73.96716,40.803783,-73.992192,40.717788,5
6537,9.5,"2013-01-07 07:09:17 UTC",-73.976074,40.744752,-73.997191,40.722287,1
62478,15.5,"2013-01-10 21:54:03 UTC",-73.966703,40.788893,-73.996163,40.732398,1
15930,7.5,"2013-01-02 22:26:00 UTC",-73.98455,40.756947,-73.99338,40.736122,1
8165,4.5,"2013-01-11 15:10:00 UTC",-73.97635,40.76015,-73.98237,40.759792,2
25993,3.5,"2013-01-14 22:32:53 UTC",-73.998558,40.738139,-74.002148,40.734779,2
15600,7.5,"2013-01-13 22:01:00 UTC",-73.99705,40.76447,-73.989987,40.761477,1
25868,10.5,"2013-01-14 16:48:00 UTC",-73.998277,40.735315,-73.973252,40.748112,5
13036,7,"2013-01-18 17:36:00 UTC",-73.967865,40.75736,-73.956308,40.7676,5
9441,8.5,"2013-01-30 13:53:00 UTC",-73.962615,40.759167,-73.97209,40.756937,1
69547,11,"2013-01-11 12:50:05 UTC",-73.957446,40.765655,-73.978478,40.758539,1
31393,8.5,"2013-01-25 18:25:00 UTC",-73.968805,40.786202,-73.987942,40.750972,1
24221,4.5,"2013-01-11 02:54:09 UTC",-73.950219,40.722658,-73.949458,40.714272,1
2289,12,"2013-01-06 09:40:50 UTC",-73.987002,40.73947,-73.956557,40.776546,1
68582,5,"2013-01-12 10:21:57 UTC",-73.99089,40.765972,-73.983408,40.760942,1
43510,16,"2013-01-17 20:23:00 UTC",-73.971892,40.755717,-74.002385,40.718662,6
26654,13,"2013-01-11 21:45:48 UTC",-73.977203,40.751645,-74.003875,40.72092,2
2970,56.8,"2013-01-06 18:41:37 UTC",-73.781875,40.644472,-73.947051,40.771863,2
1717,27,"2013-01-25 18:14:02 UTC",-73.969613,40.764359,-74.015132,40.716359,1
42868,6,"2013-01-04 22:09:04 UTC",-73.985571,40.747186,-73.976853,40.747508,1
25946,9,"2013-01-30 21:05:28 UTC",-74.008457,40.70806,-74.002795,40.726017,1
47903,6.5,"2013-01-19 19:36:00 UTC",-73.991147,40.745225,-73.97787,40.753767,1
23783,12.5,"2013-01-25 10:22:00 UTC",-73.991278,40.735078,-73.98904,40.762728,1
35989,9,"2013-01-25 16:09:00 UTC",-74.005665,40.745615,-74.008232,40.725723,1
43523,4.5,"2013-01-18 04:25:00 UTC",-73.98301,40.738872,-73.9829,40.734867,2
16532,6.5,"2013-01-09 09:39:23 UTC",-73.97347,40.764596,-73.975027,40.756338,1
2611,12,"2013-01-13 23:00:00 UTC",-73.991448,40.765185,-73.978925,40.740675,1
2094,14,"2013-01-12 00:40:00 UTC",-73.950953,40.78572,-73.990238,40.750935,1
53425,5.5,"2013-01-26 19:53:00 UTC",-74.002335,40.730187,-73.992442,40.725302,2
6508,4,"2013-01-08 06:23:00 UTC",-73.989858,40.756797,-73.982422,40.755903,1
48463,24,"2013-01-30 20:18:00 UTC",-73.955412,40.76425,-74.014277,40.717317,5
58378,3.5,"2013-01-21 13:16:00 UTC",-73.962255,40.77911,-73.954657,40.777992,6
19163,6,"2013-01-25 17:32:53 UTC",-73.965821,40.759581,-73.963313,40.769123,1
65956,7.5,"2013-01-16 20:56:00 UTC",-73.97583,40.749867,-73.964092,40.764572,2
66908,7.5,"2013-01-04 14:46:03 UTC",-73.95099,40.782551,-73.953215,40.769215,3
38544,16,"2013-01-12 20:33:00 UTC",-73.996283,40.731957,-73.961288,40.759103,2
24166,5,"2013-01-31 19:42:03 UTC",-73.987283,40.756107,-73.984248,40.76458,1
36841,13,"2013-01-12 16:19:00 UTC",-73.95593,40.772257,-73.98775,40.765062,1
68654,10.5,"2013-01-05 21:23:00 UTC",-74.00797,40.705517,-73.98672,40.725627,1
31296,8,"2013-01-30 14:53:00 UTC",-73.981077,40.788617,-73.99828,40.750982,2
46492,12,"2013-01-17 19:21:21 UTC",-73.974026,40.747441,-74.003079,40.723545,1
57781,13.5,"2013-01-29 12:31:00 UTC",-73.961005,40.761307,-73.994077,40.752437,2
28413,10.5,"2013-01-11 19:00:07 UTC",-74.005167,40.728533,-73.990845,40.758635,1
1456,9.5,"2013-01-19 21:38:34 UTC",-74.006846,40.744274,-73.981964,40.732454,4
35026,10,"2013-01-29 15:31:21 UTC",-73.980012,40.770429,-73.960228,40.778914,1
23236,17.5,"2013-01-16 12:56:00 UTC",-73.965515,40.75914,-74.005265,40.722965,5
14159,5,"2013-01-07 10:15:08 UTC",-73.980897,40.751053,-73.980988,40.76004,1
42527,18.5,"2013-01-15 17:51:15 UTC",-74.005229,40.728753,-73.962012,40.76843,1
36425,15,"2013-01-04 21:08:29 UTC",-73.992838,40.730896,-73.95481,40.777655,1
10033,6.5,"2013-01-22 14:04:00 UTC",-73.991875,40.738515,-73.995182,40.726152,5
14139,5.5,"2013-01-28 14:25:35 UTC",-73.959989,40.771076,-73.952782,40.783289,1
43597,16.5,"2013-01-30 18:13:00 UTC",-73.991275,40.723887,-73.97503,40.763562,1
32566,5.5,"2013-01-25 19:19:58 UTC",-73.990859,40.736451,-73.999051,40.734312,1
14746,13.5,"2013-01-31 19:22:00 UTC",-73.956792,40.775752,-73.976133,40.747317,1
21126,4,"2013-01-22 04:56:00 UTC",-73.931977,40.706347,-73.927775,40.701852,2
20880,5,"2013-01-17 20:28:33 UTC",-73.972261,40.786365,-73.981911,40.778728,1
14888,4.5,"2013-01-19 19:22:00 UTC",-73.960418,40.797567,-73.964662,40.791807,1
10329,10.5,"2013-01-21 18:19:17 UTC",-73.998702,40.722981,-73.96277,40.712089,1
41944,6,"2013-01-25 15:08:00 UTC",-73.973262,40.757712,-73.973262,40.757712,6
54230,17,"2013-01-26 18:08:02 UTC",-74.013896,40.714311,-73.979725,40.759597,1
39305,5,"2013-01-27 11:51:02 UTC",-73.99119,40.750437,-73.983269,40.744318,1
21523,17,"2013-01-23 17:45:00 UTC",-73.95882,40.774445,-73.99614,40.742615,5
58553,6,"2013-01-20 21:14:04 UTC",-73.9861,40.730658,-73.983807,40.723089,2
28419,8.5,"2013-01-18 23:47:05 UTC",-73.966202,40.758194,-73.94631,40.781421,2
28999,6.5,"2013-01-25 16:46:00 UTC",-74.005097,40.735972,-73.991662,40.739837,3
23545,10,"2013-01-15 16:13:00 UTC",-73.981212,40.758802,-73.954283,40.772007,4
19116,21.5,"2013-01-01 03:26:00 UTC",-73.994312,40.741257,-73.959472,40.814497,1
53044,8.5,"2013-01-22 20:56:03 UTC",-73.979816,40.752125,-73.978211,40.736726,1
37565,17,"2013-01-25 22:43:00 UTC",-73.98969,40.730275,-73.970892,40.688322,1
67083,6,"2013-01-11 15:13:50 UTC",-73.983731,40.775562,-73.988286,40.779376,1
46573,8,"2013-01-28 18:37:00 UTC",-73.952247,40.76875,-73.966187,40.75381,2
36642,15,"2013-01-12 18:17:00 UTC",-73.99111,40.774807,-74.00949,40.723862,2
67731,6.5,"2013-01-21 21:53:16 UTC",-73.973423,40.754046,-73.964663,40.764126,1
24205,4.5,"2013-01-29 19:00:24 UTC",-74.000848,40.736281,-74.003843,40.731951,2
49468,9.5,"2013-01-13 00:02:48 UTC",-73.981472,40.741293,-73.984837,40.728326,4
17839,15,"2013-01-24 23:45:19 UTC",-73.972769,40.754073,-73.91604,40.768049,1
64518,11,"2013-01-01 01:55:00 UTC",-73.99333,40.752522,-73.974743,40.732857,1
16779,18,"2013-01-11 20:29:41 UTC",-74.005193,40.729207,-73.982203,40.674048,1
25749,6.5,"2013-01-18 11:07:00 UTC",-73.996137,40.737077,-73.996137,40.737077,1
451,4.5,"2013-01-13 17:29:00 UTC",-73.96655,40.75336,-73.97221,40.75094,3
24257,39,"2013-01-04 21:34:00 UTC",-73.786885,40.644342,-73.916635,40.731272,1
7853,4.5,"2013-01-20 08:06:00 UTC",-73.990388,40.76148,-73.995237,40.752847,1
65036,28,"2013-01-15 09:15:00 UTC",-73.953622,40.785087,-74.015592,40.707957,1
10613,7,"2013-01-19 18:03:27 UTC",-73.989938,40.733851,-73.999995,40.725489,1
3505,47.3,"2013-01-16 10:02:00 UTC",-73.98947,40.75758,-73.989482,40.757585,1
30224,8.5,"2013-01-12 00:33:00 UTC",-73.992632,40.74828,-74.005267,40.728452,5
33357,14,"2013-01-25 04:27:26 UTC",-74.006085,40.743547,-73.956887,40.773139,2
24252,10.5,"2013-01-15 04:26:19 UTC",-73.970214,40.759735,-74.000728,40.720941,1
20444,3.5,"2013-01-28 10:47:03 UTC",-73.990613,40.734543,-73.992478,40.730503,2
32623,9.5,"2013-01-26 10:21:17 UTC",-73.982325,40.763277,-74.007195,40.741432,1
65094,5,"2013-01-21 18:24:00 UTC",-73.972597,40.76228,-73.964647,40.772857,1
4203,20,"2013-01-31 00:11:03 UTC",-73.958286,40.71727,-73.871032,40.751472,1
6981,5.5,"2013-01-01 16:49:00 UTC",-73.97637,40.756642,-73.967115,40.763977,1
12632,5,"2013-01-27 19:59:00 UTC",-73.96334,40.775077,-73.970562,40.767362,1
55659,8,"2013-01-18 11:26:00 UTC",-73.979432,40.727522,-74.00017,40.738837,1
39532,4,"2013-01-12 13:00:26 UTC",-73.991372,40.745744,-73.99455,40.750448,1
14272,38.3,"2013-01-25 10:41:00 UTC",-73.874605,40.774105,-73.977973,40.758127,5
37765,9,"2013-01-25 17:07:00 UTC",-73.988635,40.75922,-73.969682,40.784782,2
29303,9.5,"2013-01-16 08:32:54 UTC",-73.995985,40.732908,-73.982686,40.760011,1
47109,6,"2013-01-24 13:49:08 UTC",-73.972141,40.757564,-73.978326,40.764665,1
22259,4.5,"2013-01-01 20:10:42 UTC",-73.994864,40.728701,-74.000999,40.729168,2
42561,11,"2013-01-29 10:14:00 UTC",-73.994297,40.734723,-73.981603,40.758413,1
48786,15,"2013-01-25 02:08:49 UTC",-73.989144,40.718482,-73.957717,40.734951,1
843,4.5,"2013-01-16 13:52:07 UTC",-73.952344,40.781461,-73.948699,40.778206,1
50330,6,"2013-01-04 09:12:38 UTC",-73.964754,40.763149,-73.965012,40.755051,1
6491,4.5,"2013-01-28 06:44:22 UTC",-73.981999,40.770733,-73.978458,40.763791,1
53128,22,"2013-01-12 22:08:00 UTC",-74.008652,40.71959,-73.949067,40.777367,1
22004,7.5,"2013-01-15 23:10:37 UTC",-73.974126,40.747325,-73.956484,40.76713,1
11971,10.5,"2013-01-13 02:24:55 UTC",-73.982139,40.731373,-73.988798,40.718906,1
51046,4.5,"2013-01-26 20:00:00 UTC",-73.980862,40.737687,-73.980938,40.730707,2
8549,8,"2013-01-03 15:44:34 UTC",-73.985399,40.744593,-73.97398,40.762941,3
37336,14.5,"2013-01-30 07:18:46 UTC",-73.984185,40.675711,-74.006471,40.717189,2
10437,31.8,"2013-01-15 16:12:00 UTC",-73.871052,40.77363,-73.971992,40.76071,1
8003,9.5,"2013-01-18 09:29:53 UTC",-73.951845,40.766508,-73.971581,40.749643,1
46489,52,"2013-01-22 18:27:00 UTC",-73.788735,40.647022,-73.980617,40.727922,4
64388,11.5,"2013-01-23 21:25:39 UTC",-73.96792,40.762959,-73.920937,40.741577,1
68358,6,"2013-01-08 17:39:10 UTC",-73.980559,40.745478,-73.991964,40.73829,1
3286,4,"2013-01-24 22:07:47 UTC",-73.992778,40.742685,-73.991318,40.750467,1
29695,12.5,"2013-01-24 12:17:00 UTC",-73.973765,40.750417,-73.982017,40.769222,1
26634,6.5,"2013-01-15 22:07:00 UTC",-74.010112,40.72065,-74.007592,40.70608,1
59197,11.5,"2013-01-14 12:49:00 UTC",-73.961945,40.763727,-73.986318,40.74007,1
25685,6,"2013-01-12 16:53:00 UTC",-73.990805,40.751182,-73.985667,40.759165,6
17133,6,"2013-01-20 11:21:00 UTC",-73.960933,40.769405,-73.948977,40.778438,1
66837,19,"2013-01-22 09:10:00 UTC",-73.99033,40.731467,-73.987615,40.76026,1
4070,28,"2013-01-20 14:15:12 UTC",-73.872676,40.774073,-73.979473,40.689927,1
21241,5,"2013-01-07 19:20:00 UTC",-73.968582,40.76396,-73.960782,40.773767,5
39520,43,"2013-01-01 08:59:56 UTC",-73.782037,40.644551,-73.957675,40.667805,1
50763,7,"2013-01-28 15:12:57 UTC",-73.994353,40.75038,-73.99076,40.741997,1
55895,17,"2013-01-07 09:05:00 UTC",-74.000597,40.731522,-73.961432,40.760162,1
49369,6,"2013-01-24 16:23:00 UTC",-73.984985,40.742852,-73.985517,40.731652,1
22258,6,"2013-01-03 19:12:00 UTC",-73.995383,40.754672,-74.009342,40.738127,5
66162,10,"2013-01-22 19:18:00 UTC",-73.9536,40.790845,-73.97563,40.760142,1
3003,19,"2013-01-04 14:44:00 UTC",-73.95656,40.763092,-74.005238,40.744902,1
19098,5.5,"2013-01-23 20:55:00 UTC",-73.99878,40.729872,-73.994837,40.734037,1
35486,9.5,"2013-01-12 15:55:00 UTC",-73.980945,40.774345,-73.954862,40.786102,2
38944,12.5,"2013-01-10 06:52:00 UTC",-73.956522,40.768277,-73.991597,40.750402,1
64135,5.5,"2013-01-28 11:19:26 UTC",-73.997677,40.756663,-73.98906,40.768524,1
17129,11,"2013-01-26 15:18:00 UTC",-74.00213,40.74543,-74.015658,40.715252,1
52125,6.5,"2013-01-09 09:02:55 UTC",-73.975894,40.751472,-73.976802,40.739308,1
45091,12.5,"2013-01-25 16:44:00 UTC",-73.96212,40.80549,-73.938425,40.829857,1
35339,6.5,"2013-01-26 18:40:10 UTC",-73.995073,40.73392,-73.993717,40.721266,1
33962,15.5,"2013-01-02 12:39:00 UTC",-73.987748,40.734752,-73.98186,40.768872,1
36154,5.5,"2013-01-10 09:14:00 UTC",-73.978695,40.76194,-73.985952,40.758007,1
44537,4,"2013-01-01 18:11:10 UTC",-73.993178,40.736704,-73.990314,40.731401,1
23900,5,"2013-01-16 19:39:00 UTC",-73.95333,40.771537,-73.943682,40.777883,5
56977,13.5,"2013-01-16 15:47:08 UTC",-74.0143,40.709621,-73.991959,40.756402,1
32083,7,"2013-01-16 05:56:51 UTC",-73.994213,40.751095,-73.97928,40.764294,1
67210,7,"2013-01-09 16:28:00 UTC",-73.971255,40.756077,-73.954217,40.765247,1
