uid,fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,haversine,passenger_count,pickup_day,holiday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,weekend,pickup_hour,rush_hour,overnight,LGA_pickup,LGA_dropoff,JFK_pickup,JFK_dropoff,EWR_pickup,EWR_dropoff,change_borough,quick_trip,Outlier_dropoff,Outlier_pickup
33384,6.5,-73.99441,40.750947,-73.989583,40.762449,0.8339013264813885,1,18,0,0,0,0,0,1,0,0,22,0,1,0,0,0,0,0,0,0,1,0,0
68026,10.5,-73.960757,40.76969,-73.980745,40.779225,1.2360463899898022,4,26,0,0,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,1,0,0
59542,4.5,-73.982474,40.748666,-73.973012,40.750991,0.5206695036403656,2,24,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
40649,7.0,-74.001468,40.735672,-73.998493,40.749462,0.9654421580591133,1,28,0,1,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,1,0,0
69897,9.0,-73.982222,40.740322,-73.975743,40.76535,1.7622070142541315,1,24,0,0,0,0,1,0,0,0,23,0,1,0,0,0,0,0,0,0,1,0,0
7455,7.0,-73.99053,40.740207,-74.00806,40.738492,0.9253338655002374,2,7,0,1,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0
33574,9.0,-73.972345,40.756118,-73.991432,40.72701,2.245706173049711,4,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
68575,15.0,-73.976582,40.765752,-73.991207,40.744582,1.650888408445548,1,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
54905,6.5,-74.005297,40.751277,-73.991908,40.755812,0.767641472438284,1,7,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0
43636,8.0,-73.962461,40.775768,-73.976214,40.788861,1.1558904612614673,1,10,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0
58749,9.5,-73.97806,40.786362,-73.956942,40.780567,1.175133892166035,1,21,1,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0
49794,4.5,-73.955528,40.779629,-73.952652,40.789443,0.6945749681318317,1,3,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0
58233,4.5,-73.988576,40.757126,-73.989201,40.74968,0.5155085664888808,1,31,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
48755,6.5,-73.976247,40.75949,-73.986165,40.746419,1.041683037518535,1,26,0,0,0,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,1,0,0
37125,20.0,-73.965307,40.75933,-73.944657,40.824192,4.609881374003115,2,2,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0
38275,3.5,-73.982,40.778285,-73.984508,40.778978,0.13968217619034967,5,25,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0
63505,6.0,-73.9588,40.780137,-73.94918,40.782762,0.5349814198327163,1,25,0,0,0,0,0,1,0,0,17,1,0,0,0,0,0,0,0,0,1,0,0
2969,6.5,-73.982212,40.771052,-73.975148,40.787475,1.1933928154507867,5,5,0,0,0,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,1,0,0
24821,29.3,-73.872638,40.774325,-73.973272,40.749314,5.542796158610929,1,13,0,0,0,0,0,0,0,1,17,0,0,1,0,0,0,0,0,1,0,0,0
7918,6.0,-73.993582,40.75709,-73.985985,40.760517,0.46276154894580873,1,2,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
57284,4.5,-73.97022,40.78921,-73.9773,40.779412,0.7716806754039359,5,15,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
18426,7.0,-73.971722,40.757235,-73.979803,40.753392,0.4993887027915089,1,29,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
21244,8.0,-73.965533,40.771527,-73.983233,40.760303,1.2080302419695703,1,15,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0
40147,5.5,-73.974642,40.753517,-73.982865,40.742122,0.8972963777093428,1,9,0,0,0,1,0,0,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0
27213,6.0,-73.99405,40.751077,-73.999767,40.757447,0.5322079483625687,6,8,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
29647,7.5,-73.95207,40.790305,-73.945518,40.7829,0.615838622986106,1,9,0,0,0,1,0,0,0,0,22,0,1,0,0,0,0,0,0,0,1,0,0
18848,29.5,-73.870669,40.773781,-73.979694,40.730948,6.4282390588874625,1,17,0,0,0,0,1,0,0,0,16,1,0,1,0,0,0,0,0,1,0,0,0
21997,17.5,-73.975549,40.759221,-73.987612,40.719858,2.7920789607303007,1,27,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,1,0,0
63400,17.5,-73.966541,40.804896,-73.981923,40.749023,3.9434558382402694,1,19,0,0,0,0,0,0,1,1,20,0,0,0,0,0,0,0,0,0,1,0,0
36482,11.5,-73.97586,40.744817,-73.98795,40.719915,1.8333085119198607,1,11,0,0,0,0,0,1,0,0,21,0,1,0,0,0,0,0,0,0,1,0,0
522,23.5,-73.980953,40.76346,-73.881207,40.733661,5.612391873794755,1,17,0,0,0,0,1,0,0,0,19,1,0,0,0,0,0,0,0,1,0,0,0
21819,4.0,-73.968933,40.757245,-73.965649,40.76446,0.5273035298034097,1,13,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,1,0,0
64664,2.5,-73.992605,40.74967,-73.992547,40.749588,0.006427781643243084,1,14,0,1,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,1,0,0
28459,6.5,-73.980675,40.761401,-73.991845,40.741146,1.5167032334214263,1,13,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,1,0,0
6352,16.0,-73.999402,40.728542,-73.962772,40.7123,2.22232639666245,1,13,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
57813,25.0,-73.996383,40.721725,-73.964377,40.802382,5.819141566569345,1,19,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
32754,10.5,-73.984227,40.725605,-73.95839,40.710172,1.7227109289631128,5,16,0,0,0,1,0,0,0,0,23,0,1,0,0,0,0,0,0,0,1,0,0
36117,4.5,-73.986828,40.747512,-73.980532,40.74834,0.33448898145187417,1,21,1,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0
3740,11.0,-73.97934,40.727493,-74.010128,40.720015,1.6929364107857272,1,4,0,0,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0
2016,17.5,-73.987163,40.720581,-73.934767,40.685048,3.682357559179873,1,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
44382,5.5,-73.971697,40.7662,-73.965923,40.7586,0.6058445619160983,5,29,0,0,1,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,1,0,0
41397,11.0,-73.777003,40.646345,-73.953502,40.82279,15.29749294032339,1,7,0,1,0,0,0,0,0,0,23,0,1,0,0,1,0,0,0,1,0,0,0
7153,6.0,-73.983858,40.761781,-73.988082,40.753856,0.5905079750373418,4,12,0,0,0,0,0,0,1,1,20,0,0,0,0,0,0,0,0,0,1,0,0
1618,7.5,-74.00115,40.756892,-73.981747,40.763475,1.1126642832898521,1,3,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0
13132,33.8,-73.984172,40.759247,-73.871037,40.77402,6.007661780836567,1,19,0,0,0,0,0,0,1,1,14,0,0,0,1,0,0,0,0,1,0,0,0
37072,14.0,-74.015557,40.708046,-73.994715,40.752561,3.263543935965614,1,27,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,1,0,0
52346,4.0,-73.962798,40.766631,-73.956721,40.77406,0.6038121752159107,1,21,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0
45910,6.5,-73.972822,40.7558,-74.001478,40.735907,2.0345183937327507,1,24,0,0,0,0,1,0,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0
43610,14.0,-73.960452,40.775667,-73.986687,40.729885,3.448421257035354,1,29,0,0,1,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,1,0,0
56895,6.5,-73.990622,40.761057,-73.981442,40.767027,0.6331943512762946,2,12,0,0,0,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,1,0,0
36881,16.5,-73.961185,40.714587,-74.010855,40.721015,2.638767758604312,1,22,0,0,1,0,0,0,0,0,23,0,1,0,0,0,0,0,0,0,1,0,0
22903,9.0,-74.004909,40.730052,-73.990097,40.719061,1.085471586402382,1,5,0,0,0,0,0,0,1,1,22,0,1,0,0,0,0,0,0,0,1,0,0
27636,11.5,-73.972715,40.78082,-73.976628,40.759512,1.486412750239414,1,11,0,0,0,0,0,1,0,0,16,1,0,0,0,0,0,0,0,0,1,0,0
14484,35.0,-73.874495,40.774092,-73.99023,40.678927,8.941932436542903,1,3,0,0,0,0,1,0,0,0,13,0,0,1,0,0,0,0,0,1,0,0,0
12845,10.5,-73.782215,40.644624,-73.803451,40.65911,1.496985726545887,1,24,0,0,0,0,1,0,0,0,15,0,0,0,0,1,1,0,0,0,1,0,0
18468,12.0,-73.989315,40.753027,-73.96854,40.767755,1.4891742909644596,1,31,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0
48134,12.0,-74.002773,40.754673,-73.970332,40.756398,1.7020879926924957,2,17,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0
24004,9.5,-74.005677,40.751087,-73.989139,40.747877,0.8936122199044922,1,18,0,0,0,0,0,1,0,0,16,1,0,0,0,0,0,0,0,0,1,0,0
23661,3.5,-73.954423,40.764211,-73.958499,40.764005,0.21377814613811186,1,16,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0
49740,4.0,-73.992337,40.75877,-73.996352,40.753282,0.4335188969429261,1,16,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0
52961,9.0,-73.998362,40.735178,-73.987934,40.757978,1.6672209860778162,1,26,0,0,0,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,1,0,0
6021,16.5,-74.015285,40.711837,-73.985367,40.760205,3.6907618278605194,1,5,0,0,0,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,1,0,0
19213,37.8,-73.988945,40.736537,-73.870617,40.773938,6.710640344540896,1,13,0,0,0,0,0,0,0,1,10,0,0,0,1,0,0,0,0,1,0,0,0
19791,7.5,-73.975372,40.752628,-73.983362,40.734368,1.329169378883307,1,4,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0
62722,5.5,-73.959133,40.771697,-73.971637,40.782097,0.9717822138895991,1,31,0,0,0,0,1,0,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0
10806,19.0,-73.965727,40.800277,-73.955473,40.746172,3.776605981839916,2,14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
41205,8.5,-73.974994,40.753186,-73.988062,40.755622,0.7043745455046143,1,31,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
24352,7.5,-73.987553,40.732695,-73.994695,40.743848,0.8565175457826213,2,16,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0
32187,21.0,-73.965012,40.806732,-73.99123,40.750757,4.10356287360822,2,25,0,0,0,0,0,1,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0
69108,13.5,-73.974061,40.783983,-73.964341,40.755314,2.045096486233343,1,30,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0
21810,56.8,-73.781707,40.64478,-73.978595,40.783347,14.070678237265087,1,7,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
64893,20.5,-73.994118,40.751254,-74.008332,40.706753,3.163514966085862,1,16,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
23866,7.0,-73.983353,40.755364,-73.963429,40.762889,1.1651691289112946,1,9,0,0,0,1,0,0,0,0,21,0,1,0,0,0,0,0,0,0,1,0,0
35628,6.0,-74.00936,40.715245,-73.997043,40.72015,0.7286320414385272,1,25,0,0,0,0,0,1,0,0,22,0,1,0,0,0,0,0,0,0,1,0,0
61134,5.0,-73.98566,40.75299,-73.981496,40.747087,0.46244237292381285,1,9,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0
50464,10.0,-73.985777,40.753186,-73.996267,40.768204,1.1739224899441323,1,7,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0
22160,38.3,-73.874415,40.774022,-73.980595,40.774257,5.555759036770504,1,22,0,0,1,0,0,0,0,0,14,0,0,1,0,0,0,0,0,1,0,0,0
44131,10.5,-74.007212,40.742916,-74.006331,40.715103,1.9222488344436268,1,10,0,0,0,0,1,0,0,0,22,0,1,0,0,0,0,0,0,0,1,0,0
51771,5.0,-73.981715,40.77784,-73.984615,40.76841,0.6689873121546193,1,22,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
38307,9.5,-73.980637,40.75312,-73.969805,40.766082,1.0599288917031937,1,29,0,0,1,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,1,0,0
12244,7.5,-74.008775,40.71899,-73.994595,40.731847,1.1577718512938746,1,24,0,0,0,0,1,0,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0
27556,30.8,-73.987523,40.739897,-73.85463,40.725725,7.0263475116153185,1,25,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0
24493,12.0,-73.952629,40.776749,-73.985335,40.732864,3.4819931294389788,1,27,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
30935,9.0,-73.954042,40.778637,-73.932718,40.799707,1.8340357386587098,1,26,0,0,0,0,0,0,1,1,23,0,1,0,0,0,0,0,0,0,1,0,0
59185,7.5,-74.00944,40.733997,-73.973612,40.77935,3.651792695603911,5,13,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,1,0,0
36611,4.0,-73.988723,40.748667,-73.982977,40.751092,0.3442837639979699,1,12,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,1,0,0
19398,6.0,-73.949777,40.776722,-73.937352,40.793352,1.320142363024787,1,24,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
28692,15.0,-73.95526,40.764847,-73.996292,40.743007,2.6247422807131446,5,19,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0
57992,23.0,-73.988486,40.727623,-73.965923,40.805093,5.481344996289022,2,1,1,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0
64286,13.5,-73.978945,40.782552,-73.96927,40.758607,1.7301666583325417,1,11,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
17159,24.5,-73.993315,40.746887,-73.923818,40.770217,3.978388970946356,1,22,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0
25056,6.0,-73.957587,40.78028,-73.966553,40.793495,1.026498375441505,5,12,0,0,0,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,1,0,0
33536,5.5,-73.961949,40.759669,-73.956305,40.772169,0.9127730509203852,1,30,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0
17483,6.5,-73.982392,40.741872,-73.996263,40.74278,0.7288352989142397,1,22,0,0,1,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0
64555,29.0,-73.866095,40.771227,-73.989623,40.718975,7.405856128524396,1,22,0,0,1,0,0,0,0,0,18,1,0,1,0,0,0,0,0,1,0,0,0
6085,11.0,-74.007485,40.742968,-73.981482,40.768585,2.232703749542869,5,18,0,0,0,0,0,1,0,0,21,0,1,0,0,0,0,0,0,0,1,0,0
61571,13.5,-73.955019,40.82039,-73.982029,40.779062,3.185846355866186,1,6,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,1,0,0
35570,6.0,-73.97992,40.730265,-73.974172,40.744052,0.9989919774129873,2,27,0,0,0,0,0,0,0,1,21,0,1,0,0,0,0,0,0,0,1,0,0
15682,8.5,-73.978925,40.775722,-73.95751,40.774417,1.124119424193734,1,21,1,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
35821,11.0,-73.984121,40.755044,-73.955166,40.770019,1.834851669623276,1,14,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0
34818,6.0,-73.973196,40.752272,-73.98338,40.760348,0.7716604422361809,1,19,0,0,0,0,0,0,1,1,23,0,1,0,0,0,0,0,0,0,1,0,0
651,34.3,-73.870925,40.773742,-73.972065,40.76552,5.3227846991369,1,22,0,0,1,0,0,0,0,0,12,0,0,1,0,0,0,0,0,1,0,0,0
15687,26.3,-73.946592,40.777082,-73.870699,40.773918,3.9769378914740736,1,15,0,0,1,0,0,0,0,0,5,0,1,0,1,0,0,0,0,1,0,0,0
9027,13.5,-73.947951,40.770771,-73.984385,40.760791,2.0274660042699986,1,10,0,0,0,0,1,0,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0
66761,4.5,-73.970407,40.756879,-73.970621,40.761175,0.2970365514949276,2,29,0,0,1,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,1,0,0
58551,11.0,-73.992819,40.723959,-74.004481,40.737913,1.141215814346779,2,9,0,0,0,1,0,0,0,0,16,1,0,0,0,0,0,0,0,0,1,0,0
4791,12.5,-73.960282,40.757953,-73.995265,40.728625,2.731265387815095,1,24,0,0,0,0,1,0,0,0,23,0,1,0,0,0,0,0,0,0,1,0,0
46055,4.5,-74.007807,40.740637,-74.002747,40.739859,0.27029236564323184,2,14,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0
39244,23.5,-73.994127,40.751296,-73.937794,40.848447,7.330683608878366,1,27,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0
33619,4.5,-73.986933,40.736574,-73.980979,40.744461,0.6277834324813796,2,17,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
22982,10.5,-74.005592,40.727917,-73.990318,40.748445,1.6282249729579124,2,29,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0
48189,11.5,-73.975772,40.776567,-74.000922,40.747042,2.4277311342047834,5,1,1,0,1,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0
48545,11.5,-73.981281,40.740988,-73.950705,40.771712,2.6584364948189427,1,31,0,0,0,0,1,0,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0
54232,18.0,-74.007539,40.712486,-73.975045,40.755658,3.433932397371848,1,7,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0
48865,11.5,-73.951308,40.778792,-73.983543,40.734117,3.517717861758984,1,17,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0
60912,6.5,-74.00504,40.728572,-74.00855,40.742317,0.9673046252374959,5,31,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0
64816,8.5,-73.989834,40.756622,-73.983566,40.753491,0.39296604521228773,1,23,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0
22153,13.0,-73.974275,40.75238,-73.992107,40.770638,1.569168803507926,3,29,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0
66389,5.0,-73.962263,40.773405,-73.95702,40.780222,0.5450715867040716,5,30,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0
12583,6.0,-73.984947,40.754757,-73.98231,40.766277,0.8078316166228848,1,2,0,0,0,1,0,0,0,0,22,0,1,0,0,0,0,0,0,0,1,0,0
58565,9.5,-73.990407,40.740972,-74.010157,40.719335,1.8177638108177876,1,29,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0
5588,6.5,-73.948938,40.794397,-73.933215,40.79503,0.8235935892146359,1,8,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0
56751,4.5,-74.002215,40.748105,-73.994762,40.75038,0.4205920017649427,2,27,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,1,0,0
54449,11.5,-74.004381,40.722929,-73.979308,40.749656,2.2656632002098864,2,4,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0
6917,10.5,-73.988146,40.769797,-73.961653,40.805467,2.8275206771466963,1,14,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0
69094,11.0,-74.002268,40.729575,-73.970215,40.763413,2.877721493357881,6,3,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0
33729,4.5,-73.96954,40.7978,-73.966585,40.804295,0.4746304545422589,3,9,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0
11928,7.0,-74.005982,40.735578,-73.99488,40.750255,1.168814151465582,6,24,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0
57490,13.0,-74.008758,40.71888,-74.000323,40.761222,2.9586912787676587,2,20,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,1,0,0
45806,10.0,-73.964082,40.771242,-73.981045,40.7535,1.5135313505212424,5,10,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0
5772,9.0,-73.983236,40.742914,-73.985545,40.755736,0.8941219972927449,1,24,0,0,0,0,1,0,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0
56904,9.0,-73.968713,40.761335,-73.976408,40.743925,1.2685522563171974,1,12,0,0,0,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,1,0,0
9653,7.0,-73.981633,40.760385,-73.967855,40.755652,0.7917793198777336,1,25,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0
46183,3.0,-73.988447,40.723241,-73.986002,40.726711,0.27179544589106214,1,1,1,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0
43811,10.0,-73.995396,40.696389,-74.005022,40.714244,1.3327159294377107,1,25,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
40566,31.0,-73.97864,40.753582,-73.861227,40.767807,6.222838535381788,1,25,0,0,0,0,0,1,0,0,14,0,0,0,1,0,0,0,0,1,0,0,0
21064,11.0,-73.984818,40.736447,-73.980317,40.763702,1.897821209871671,2,13,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,1,0,0
52944,33.8,-73.86249,40.768577,-73.970828,40.78752,5.81746192593363,1,1,1,0,1,0,0,0,0,0,16,1,0,1,0,0,0,0,0,1,0,0,0
23929,10.0,-73.96891,40.755977,-74.007242,40.7426,2.2090718621919483,4,9,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0
22,10.5,-73.982143,40.77872,-73.959488,40.808752,2.38956323452429,6,27,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,1,0,0
69018,5.5,-73.976476,40.751347,-73.99137,40.750021,0.7849500439458993,1,10,0,0,0,0,1,0,0,0,23,0,1,0,0,0,0,0,0,0,1,0,0
2689,4.5,-73.966645,40.77054,-73.968828,40.764205,0.4523679330243289,2,7,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0
10712,17.0,-73.973235,40.740165,-74.0067,40.703952,3.054711309688663,1,8,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0
67997,7.5,-74.000542,40.74298,-73.992905,40.734027,0.7365503324133699,5,19,0,0,0,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,1,0,0
63989,7.0,-74.008085,40.738925,-73.995645,40.74918,0.9623469050323983,1,6,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,1,0,0
19983,11.5,-73.982075,40.77486,-73.990882,40.75101,1.7111178801694862,1,19,0,0,0,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,1,0,0
37091,5.5,-73.965063,40.806761,-73.961861,40.798234,0.6124989174493839,1,30,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0
68486,31.5,-73.872745,40.774012,-73.989022,40.722322,7.056893610927564,1,13,0,0,0,0,0,0,0,1,16,0,0,1,0,0,0,0,0,1,0,0,0
27714,6.5,-73.911571,40.767906,-73.891176,40.770677,1.0842583543682809,1,26,0,0,0,0,0,0,1,1,16,0,0,0,1,0,0,0,0,1,0,0,0
5462,5.0,-73.944635,40.779252,-73.955917,40.779142,0.5903205228335792,5,14,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0
60450,12.5,-73.982736,40.767585,-73.954837,40.799815,2.6625821156301694,1,8,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0
17517,7.0,-73.949,40.773455,-73.965582,40.765832,1.015036868909181,5,19,0,0,0,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,1,0,0
57924,5.0,-73.977024,40.764093,-73.9634,40.758664,0.8056481534714889,2,14,0,1,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,1,0,0
61032,4.0,-74.005841,40.714165,-74.014548,40.715435,0.4643557745136032,1,12,0,0,0,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,1,0,0
32453,6.0,-73.98768,40.760192,-73.987863,40.770222,0.6930731630748342,1,5,0,0,0,0,0,0,1,1,21,0,1,0,0,0,0,0,0,0,1,0,0
4306,20.5,-73.95391,40.775545,-74.003816,40.710995,5.168798980159877,1,5,0,0,0,0,0,0,1,1,20,0,0,0,0,0,0,0,0,0,1,0,0
53005,9.0,-74.00553,40.739102,-73.982212,40.729437,1.3915225291281492,1,15,0,0,1,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0
15858,13.5,-73.997863,40.721561,-73.982296,40.769029,3.3794423273092313,1,22,0,0,1,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,1,0,0
39830,8.0,-73.997377,40.732723,-73.984893,40.745108,1.0767522535190355,5,12,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0
34611,8.0,-73.992525,40.719972,-74.008127,40.73049,1.0934099778822806,1,25,0,0,0,0,0,1,0,0,23,0,1,0,0,0,0,0,0,0,1,0,0
725,10.5,-73.992542,40.694032,-73.988282,40.718347,1.694758825373691,5,27,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,1,0,0
31557,3.5,-74.008088,40.714668,-74.004265,40.719562,0.39296688879391356,1,4,0,0,0,0,0,1,0,0,21,0,1,0,0,0,0,0,0,0,1,0,0
4466,14.0,-73.955845,40.764107,-73.939163,40.80412,2.899115506240274,1,7,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0
2247,5.0,-73.988087,40.75819,-73.979357,40.753112,0.5760816552199663,1,15,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0
7106,8.0,-73.971158,40.79548,-73.98175,40.779946,1.2078880466932862,2,12,0,0,0,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,1,0,0
